schema_version,timestamp_ms,session_id,config_id,vesc_vin_V,vesc_battery_A,vesc_motor_A,vesc_duty,vesc_erpm,vesc_mosfet_C,vesc_motor_or_safety_ntc_C,pack1_C,pack2_C,pack3_C,pack4_C,pack5_C,pack6_C,enclosure_C,water_adc,water_alarm,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,amp_hours,watt_hours,fault_code,remote_ok,sd_ok,gps_lat,gps_lon,gps_speed_mps,gps_course_deg,gps_fix_quality,sim_state,scenario
1.0.0,144100,2026-08-14-001,FOIL_002,48.677817,16.681308,20.851634,0.762116,42173.415203,25.953041,23.450407,22.356945,22.349771,22.441793,25.721632,22.497163,22.626446,22.240217,3882.360007,False,-0.042799,-0.064862,1.063919,-14.785843,13.472876,6.067776,0.588106,28.492145,0,True,True,40.556309,-105.157198,6.129737,52.860683,2,FOILING,Pack 4 thermal anomaly
1.0.0,144200,2026-08-14-001,FOIL_002,48.784837,14.535955,18.169944,0.823419,44720.939829,25.850954,23.450719,22.416884,22.368377,22.474369,25.702250,22.478695,22.493721,22.240383,3843.953666,False,0.029050,-0.042412,0.961150,10.771721,10.062854,17.434934,0.588510,28.511843,0,True,True,40.556313,-105.157192,6.474516,52.858041,2,FOILING,Pack 4 thermal anomaly
1.0.0,144300,2026-08-14-001,FOIL_002,48.710795,16.007633,20.009541,0.827428,45006.896661,25.922432,23.451061,22.523098,22.346409,22.349082,25.577316,22.450760,22.435907,22.240566,3834.581119,False,-0.063123,0.001904,1.086391,8.440398,-5.217639,-6.192196,0.588955,28.533502,0,True,True,40.556316,-105.157186,6.536850,52.855374,2,FOILING,Pack 4 thermal anomaly
1.0.0,144400,2026-08-14-001,FOIL_002,48.845579,13.313142,16.641428,0.821114,45056.007259,25.793699,23.451346,22.337390,22.372167,22.287997,25.745385,22.516150,22.537652,22.240718,3865.361008,False,0.077354,0.057886,1.029683,10.118665,-5.172839,13.444997,0.589324,28.551566,0,True,True,40.556320,-105.157179,6.517734,52.852683,2,FOILING,Pack 4 thermal anomaly
1.0.0,144500,2026-08-14-001,FOIL_002,48.734933,15.512252,19.390315,0.807050,43752.360152,25.900241,23.451678,22.336894,22.336917,22.427752,25.697067,22.464687,22.463435,22.240895,3865.405698,False,0.007547,0.033179,1.071350,0.067556,2.114773,4.424657,0.589755,28.572566,0,True,True,40.556323,-105.157173,6.329167,52.849967,2,FOILING,Pack 4 thermal anomaly
1.0.0,144600,2026-08-14-001,FOIL_002,48.727315,15.657557,19.571946,0.788984,43900.341782,25.908051,23.452013,22.399943,22.499059,22.205247,25.759750,22.413987,22.514122,22.241074,3889.151161,False,0.083219,0.013548,0.996190,-6.730659,8.451314,6.568067,0.590190,28.593759,0,True,True,40.556327,-105.157167,6.338163,52.847226,2,FOILING,Pack 4 thermal anomaly
1.0.0,144700,2026-08-14-001,FOIL_002,48.780469,14.589774,18.237217,0.818047,44953.976290,25.857588,23.452326,22.356346,22.387375,22.278879,25.694769,22.504019,22.618987,22.241241,3905.979017,False,-0.092288,-0.080272,1.060176,-0.827164,14.486887,6.658085,0.590595,28.613528,0,True,True,40.556330,-105.157161,6.537658,52.844460,2,FOILING,Pack 4 thermal anomaly
1.0.0,144800,2026-08-14-001,FOIL_002,48.727135,15.647721,19.559651,0.807881,44722.093806,25.909209,23.452661,22.413885,22.439349,22.387988,25.728715,22.305346,22.485857,22.241419,3867.358300,False,0.012844,-0.027359,0.944137,-16.560584,-2.999430,1.440474,0.591030,28.634708,0,True,True,40.556334,-105.157155,6.508351,52.841670,2,FOILING,Pack 4 thermal anomaly
1.0.0,144900,2026-08-14-001,FOIL_002,48.876881,12.658086,15.822608,0.797796,43613.773208,25.766117,23.452932,22.473014,22.289142,22.253406,25.677435,22.539085,22.594004,22.241564,3885.991108,False,0.017899,-0.070117,0.901335,7.756538,-2.779381,18.071850,0.591382,28.651893,0,True,True,40.556337,-105.157149,6.338869,52.838855,2,FOILING,Pack 4 thermal anomaly
1.0.0,145000,2026-08-14-001,FOIL_002,48.771285,14.753855,18.442319,0.851669,45618.895211,25.867794,23.453248,22.357325,22.418651,22.428332,25.785328,22.368107,22.342467,22.241732,3822.096985,False,0.000603,-0.037860,1.053170,-3.148841,1.795070,-10.244007,0.591792,28.671881,0,True,True,40.556341,-105.157143,6.617339,52.836015,2,FOILING,Pack 4 thermal anomaly
1.0.0,145100,2026-08-14-001,FOIL_002,48.778798,14.597513,18.246891,0.782579,43661.829327,25.861071,23.453561,22.325434,22.280643,22.369567,25.744166,22.406839,22.454021,22.241899,3879.806039,False,0.041342,0.006693,0.986817,10.578522,3.787949,-6.725350,0.592197,28.691660,0,True,True,40.556344,-105.157137,6.384983,52.833151,2,FOILING,Pack 4 thermal anomaly
1.0.0,145200,2026-08-14-001,FOIL_002,48.669387,16.777264,20.971580,0.774147,43917.381974,25.966469,23.453920,22.337220,22.443585,22.279250,25.696114,22.397556,22.541242,22.242090,3849.893028,False,-0.048061,0.070986,1.051088,4.409383,-6.785992,-29.283109,0.592663,28.714342,0,True,True,40.556348,-105.157131,6.327108,52.830262,2,FOILING,Pack 4 thermal anomaly
1.0.0,145300,2026-08-14-001,FOIL_002,48.673640,16.684651,20.855813,0.823225,45132.227994,25.962936,23.454276,22.264714,22.439871,22.370666,25.715887,22.425689,22.536854,22.242281,3881.139259,False,0.017649,-0.099838,0.978104,-0.879848,-2.942058,-7.511360,0.593127,28.736900,0,True,True,40.556351,-105.157125,6.511316,52.827349,2,FOILING,Pack 4 thermal anomaly
1.0.0,145400,2026-08-14-001,FOIL_002,48.771858,14.714603,18.393254,0.834075,45314.333738,25.869290,23.454591,22.287635,22.503263,22.403502,25.626269,22.301971,22.439261,22.242449,3860.443838,False,-0.022425,-0.038664,0.990438,-5.196954,1.882830,-5.908391,0.593535,28.756835,0,True,True,40.556355,-105.157119,6.576735,52.824410,2,FOILING,Pack 4 thermal anomaly
1.0.0,145500,2026-08-14-001,FOIL_002,48.720263,15.738090,19.672613,0.798297,44151.730577,25.919248,23.454928,22.334393,22.386163,22.345180,25.602627,22.475402,22.472855,22.242628,3854.544710,False,0.049227,-0.064985,1.121221,-0.972462,-7.199536,-11.283519,0.593972,28.778134,0,True,True,40.556358,-105.157113,6.377066,52.821447,2,FOILING,Pack 4 thermal anomaly
1.0.0,145600,2026-08-14-001,FOIL_002,48.789335,14.352708,17.940884,0.796060,44150.772405,25.853523,23.455236,22.242251,22.382773,22.362805,25.757261,22.524562,22.481821,22.242792,3843.185749,False,0.075782,-0.018941,0.981003,-0.348830,-5.060104,-8.544753,0.594371,28.797586,0,True,True,40.556362,-105.157107,6.407638,52.818460,2,FOILING,Pack 4 thermal anomaly
1.0.0,145700,2026-08-14-001,FOIL_002,48.800471,14.124488,17.655610,0.770293,42472.975521,25.843312,23.455538,22.356267,22.200015,22.438976,25.639735,22.472697,22.443240,22.242954,3870.006210,False,-0.073491,-0.023159,1.015618,-3.322148,3.295454,-3.338290,0.594763,28.816733,0,True,True,40.556365,-105.157101,6.159772,52.815447,2,FOILING,Pack 4 thermal anomaly
1.0.0,145800,2026-08-14-001,FOIL_002,48.822007,13.689450,17.111813,0.817931,47174.813444,25.823120,23.455832,22.461461,22.298297,22.414470,25.659116,22.441459,22.526860,22.243110,3858.252546,False,0.092467,0.009427,0.907420,-6.098192,13.908106,5.519446,0.595144,28.835298,0,True,True,40.556369,-105.157094,6.799814,52.812410,2,FOILING,Pack 4 thermal anomaly
1.0.0,145900,2026-08-14-001,FOIL_002,48.846868,13.188881,16.486102,0.780448,43008.470662,25.799726,23.456115,22.478334,22.309324,22.262947,25.633747,22.374193,22.494426,22.243261,3856.791152,False,0.092806,-0.041159,0.976259,-5.170161,-16.071188,11.088437,0.595510,28.853193,0,True,True,40.556372,-105.157088,6.244983,52.809349,2,FOILING,Pack 4 thermal anomaly
1.0.0,146000,2026-08-14-001,FOIL_002,48.737743,15.357329,19.196661,0.813777,45429.211951,25.904805,23.456443,22.290753,22.498115,22.448101,25.746698,22.560890,22.469347,22.243436,3857.652520,False,-0.059361,-0.007028,1.010072,2.911181,19.423150,2.623845,0.595937,28.873985,0,True,True,40.556376,-105.157082,6.593948,52.806262,2,FOILING,Pack 4 thermal anomaly
1.0.0,146100,2026-08-14-001,FOIL_002,48.714127,15.822335,19.777919,0.747846,42556.090759,25.927952,23.456782,22.125511,22.415542,22.498066,25.753448,22.427173,22.600701,22.243617,3888.617622,False,-0.019010,0.050718,1.039805,7.624463,3.456557,-9.907194,0.596376,28.895395,0,True,True,40.556379,-105.157076,6.156784,52.803151,2,FOILING,Pack 4 thermal anomaly
1.0.0,146200,2026-08-14-001,FOIL_002,48.726870,15.560666,19.450832,0.782213,43563.510124,25.916246,23.457115,22.328586,22.341201,22.441990,25.737916,22.475853,22.383539,22.243795,3853.167554,False,-0.069399,-0.039029,0.927902,7.485080,17.955940,9.185605,0.596808,28.916457,0,True,True,40.556382,-105.157070,6.308279,52.800016,2,FOILING,Pack 4 thermal anomaly
1.0.0,146300,2026-08-14-001,FOIL_002,48.726922,15.552738,19.440922,0.789857,43476.736078,25.916704,23.457447,22.272190,22.380671,22.480501,25.822745,22.550840,22.392932,22.243972,3853.331079,False,0.103504,-0.042840,0.924475,11.239997,-8.709975,10.602823,0.597240,28.937508,0,True,True,40.556386,-105.157064,6.292877,52.796856,2,FOILING,Pack 4 thermal anomaly
1.0.0,146400,2026-08-14-001,FOIL_002,48.653382,17.017210,21.271513,0.811576,45114.856038,25.987733,23.457811,22.452699,22.397807,22.406605,25.789958,22.498909,22.291918,22.244166,3868.364349,False,-0.025682,-0.012488,0.984978,-3.202193,-14.592550,-10.253492,0.597713,28.960506,0,True,True,40.556389,-105.157058,6.532632,52.793671,2,FOILING,Pack 4 thermal anomaly
1.0.0,146500,2026-08-14-001,FOIL_002,48.738249,15.312058,19.140073,0.765834,42014.824017,25.906901,23.458139,22.280585,22.533677,22.309512,25.844493,22.379920,22.415939,22.244341,3854.491389,False,-0.037610,0.033057,0.947511,5.872529,7.064394,-2.300455,0.598138,28.981236,0,True,True,40.556393,-105.157053,6.083665,52.790461,2,FOILING,Pack 4 thermal anomaly
1.0.0,146600,2026-08-14-001,FOIL_002,48.808218,13.910124,17.387655,0.817732,45191.421800,25.840302,23.458437,22.531909,22.349156,22.548253,25.626364,22.597536,22.564518,22.244500,3871.301291,False,-0.025529,-0.023512,0.950927,14.547670,-6.300601,16.369947,0.598525,29.000095,0,True,True,40.556396,-105.157046,6.544420,52.787227,2,FOILING,Pack 4 thermal anomaly
1.0.0,146700,2026-08-14-001,FOIL_002,48.797442,14.118554,17.648193,0.841288,44809.644211,25.851089,23.458739,22.456432,22.367127,22.555402,25.754133,22.579538,22.434355,22.244661,3883.041442,False,0.069212,0.086352,1.024719,-0.693841,5.835868,-7.401947,0.598917,29.019233,0,True,True,40.556400,-105.157040,6.504075,52.783968,2,FOILING,Pack 4 thermal anomaly
1.0.0,146800,2026-08-14-001,FOIL_002,48.591476,18.232437,22.790546,0.822474,45903.219041,26.049066,23.459128,22.422113,22.512612,22.382874,25.841670,22.548352,22.392000,22.244868,3854.465342,False,-0.057300,-0.098013,1.031777,2.463530,15.084553,18.823284,0.599424,29.043842,0,True,True,40.556404,-105.157034,6.652863,52.780685,2,FOILING,Pack 4 thermal anomaly
1.0.0,146900,2026-08-14-001,FOIL_002,48.673000,16.589399,20.736749,0.778966,43230.123518,25.971479,23.459483,22.316456,22.399802,22.555739,25.709596,22.475297,22.553165,22.245058,3856.097608,False,0.006192,-0.100759,1.029053,9.359260,-12.143249,-6.590876,0.599884,29.066272,0,True,True,40.556407,-105.157028,6.255492,52.777377,2,FOILING,Pack 4 thermal anomaly
1.0.0,147000,2026-08-14-001,FOIL_002,48.814475,13.757748,17.197186,0.765880,43004.030668,25.836348,23.459778,22.385492,22.459716,22.435882,25.683020,22.390621,22.459836,22.245215,3825.335733,False,0.019029,-0.018556,0.937824,-3.954531,16.169573,2.937326,0.600267,29.084927,0,True,True,40.556410,-105.157022,6.272313,52.774045,2,FOILING,Pack 4 thermal anomaly
1.0.0,147100,2026-08-14-001,FOIL_002,48.646265,17.111464,21.389329,0.786255,42067.932846,25.998105,23.460143,22.391162,22.370821,22.385113,25.766149,22.402148,22.583382,22.245410,3897.694075,False,-0.031356,-0.035833,1.078368,-0.865248,8.424290,-1.885890,0.600742,29.108049,0,True,True,40.556414,-105.157016,6.089137,52.770687,2,FOILING,Pack 4 thermal anomaly
1.0.0,147200,2026-08-14-001,FOIL_002,48.746966,15.089704,18.862129,0.831341,46215.484633,25.902092,23.460466,22.369346,22.420242,22.346596,25.820856,22.574353,22.537553,22.245582,3875.266546,False,0.017452,-0.071842,1.028859,8.000101,-5.045230,14.036206,0.601161,29.128482,0,True,True,40.556417,-105.157010,6.705783,52.767306,2,FOILING,Pack 4 thermal anomaly
1.0.0,147300,2026-08-14-001,FOIL_002,48.657215,16.877762,21.097202,0.781895,42756.119261,25.988653,23.460827,22.427697,22.481087,22.453080,25.714650,22.578658,22.349729,22.245774,3870.432393,False,0.020925,0.043381,0.999879,-5.061528,4.459433,6.048605,0.601630,29.151293,0,True,True,40.556421,-105.157004,6.198227,52.763899,2,FOILING,Pack 4 thermal anomaly
1.0.0,147400,2026-08-14-001,FOIL_002,48.673727,16.539586,20.674482,0.788710,43175.924612,25.973367,23.461181,22.343683,22.508461,22.296630,25.803561,22.466089,22.381223,22.245963,3859.190680,False,-0.084426,0.113615,0.977653,-9.803500,4.712735,1.488424,0.602089,29.173656,0,True,True,40.556424,-105.156998,6.279770,52.760468,2,FOILING,Pack 4 thermal anomaly
1.0.0,147500,2026-08-14-001,FOIL_002,48.763201,14.744281,18.430352,0.818141,44968.937289,25.888102,23.461496,22.412253,22.341687,22.498426,25.664341,22.430852,22.424576,22.246131,3885.586721,False,-0.114635,-0.031473,1.046277,8.626809,-0.767892,-11.776174,0.602499,29.193627,0,True,True,40.556428,-105.156992,6.524498,52.757013,2,FOILING,Pack 4 thermal anomaly
1.0.0,147600,2026-08-14-001,FOIL_002,48.767073,14.660522,18.325653,0.766032,42922.407321,25.884870,23.461810,22.459425,22.467689,22.432732,25.823781,22.504454,22.397349,22.246299,3875.041869,False,-0.024860,0.062160,0.927572,-9.173526,-7.425246,-13.628154,0.602906,29.213487,0,True,True,40.556431,-105.156986,6.216352,52.753533,2,FOILING,Pack 4 thermal anomaly
1.0.0,147700,2026-08-14-001,FOIL_002,48.770662,14.582441,18.228051,0.816138,44605.138391,25.881906,23.462122,22.392350,22.409768,22.265169,25.721405,22.479998,22.396245,22.246465,3826.275436,False,-0.080863,-0.024998,1.032189,-3.387207,5.410466,-7.420558,0.603311,29.233243,0,True,True,40.556435,-105.156980,6.462411,52.750028,2,FOILING,Pack 4 thermal anomaly
1.0.0,147800,2026-08-14-001,FOIL_002,48.707816,15.830754,19.788442,0.812411,44481.844065,25.942650,23.462461,22.440777,22.415927,22.475763,25.895811,22.430532,22.440591,22.246646,3851.193439,False,-0.076558,-0.056118,1.014738,-10.323630,-0.854251,15.218979,0.603751,29.254662,0,True,True,40.556438,-105.156974,6.462618,52.746499,2,FOILING,Pack 4 thermal anomaly
1.0.0,147900,2026-08-14-001,FOIL_002,48.694781,16.084377,20.105471,0.767228,42622.544758,25.955665,23.462805,22.331620,22.294801,22.245490,25.658681,22.465019,22.524388,22.246829,3872.643959,False,0.106053,0.027273,1.005516,0.523064,4.438391,-3.289579,0.604198,29.276418,0,True,True,40.556441,-105.156968,6.195973,52.742945,2,FOILING,Pack 4 thermal anomaly
1.0.0,148000,2026-08-14-001,FOIL_002,48.765308,14.668619,18.335773,0.814428,46046.015645,25.888555,23.463119,22.308393,22.397690,22.263637,25.807818,22.450724,22.490164,22.246997,3885.134428,False,-0.107634,0.113170,1.062891,-6.650052,13.501847,-1.838389,0.604605,29.296288,0,True,True,40.556445,-105.156962,6.672190,52.739367,2,FOILING,Pack 4 thermal anomaly
1.0.0,148100,2026-08-14-001,FOIL_002,48.799317,13.984308,17.480385,0.817718,43767.342606,25.856419,23.463419,22.433773,22.384017,22.453414,25.814520,22.480201,22.383242,22.247157,3869.284241,False,0.118231,0.026397,0.925765,-7.499844,-3.723362,-5.002153,0.604994,29.315244,0,True,True,40.556449,-105.156956,6.365498,52.735764,2,FOILING,Pack 4 thermal anomaly
1.0.0,148200,2026-08-14-001,FOIL_002,48.792457,14.114759,17.643449,0.820146,44873.258570,25.863454,23.463721,22.509552,22.239427,22.483029,25.824232,22.454555,22.407377,22.247318,3853.568118,False,-0.039846,-0.037157,1.006699,6.362954,10.027217,3.757694,0.605386,29.334374,0,True,True,40.556452,-105.156950,6.485605,52.732137,2,FOILING,Pack 4 thermal anomaly
1.0.0,148300,2026-08-14-001,FOIL_002,48.747039,15.014128,18.767660,0.725383,41396.114146,25.907469,23.464043,22.400646,22.443794,22.451880,25.972760,22.415436,22.485929,22.247489,3858.582215,False,0.064660,-0.115561,1.013517,9.392196,0.338300,-1.547152,0.605803,29.354705,0,True,True,40.556455,-105.156944,6.027689,52.728485,2,FOILING,Pack 4 thermal anomaly
1.0.0,148400,2026-08-14-001,FOIL_002,48.800871,13.934252,17.417815,0.826805,44467.776025,25.856335,23.464341,22.417378,22.479683,22.247852,25.710474,22.305996,22.374570,22.247649,3858.701898,False,0.026155,-0.040960,1.004124,-13.109482,-5.422612,-0.125726,0.606190,29.373594,0,True,True,40.556459,-105.156938,6.423852,52.724808,2,FOILING,Pack 4 thermal anomaly
1.0.0,148500,2026-08-14-001,FOIL_002,48.657356,16.794511,20.993139,0.776696,43820.530480,25.994417,23.464700,22.371365,22.466959,22.363701,25.624690,22.368601,22.505948,22.247840,3852.810020,False,0.055608,-0.003647,1.122873,2.627178,-3.605707,-11.531470,0.606656,29.396293,0,True,True,40.556462,-105.156932,6.343721,52.721107,2,FOILING,Pack 4 thermal anomaly
1.0.0,148600,2026-08-14-001,FOIL_002,48.754192,14.851122,18.563902,0.866636,46963.030469,25.902100,23.465018,22.505840,22.286426,22.525634,25.719119,22.450384,22.535639,22.248010,3861.360002,False,0.076166,-0.029235,1.114675,-7.207095,-2.664277,7.152601,0.607069,29.416406,0,True,True,40.556466,-105.156926,6.814111,52.717381,2,FOILING,Pack 4 thermal anomaly
1.0.0,148700,2026-08-14-001,FOIL_002,48.692259,16.081791,20.102239,0.789407,43716.561332,25.961975,23.465362,22.385925,22.465539,22.445380,25.752955,22.452005,22.480465,22.248193,3865.491898,False,-0.065795,0.038649,0.972844,-13.733090,3.838237,5.009866,0.607516,29.438157,0,True,True,40.556470,-105.156920,6.350226,52.713631,2,FOILING,Pack 4 thermal anomaly
1.0.0,148800,2026-08-14-001,FOIL_002,48.769864,14.524808,18.156010,0.844795,45724.515878,25.888077,23.465673,22.342039,22.283929,22.377449,25.877129,22.448224,22.454188,22.248359,3867.002457,False,-0.005893,-0.014546,1.031485,14.617931,-1.809011,-18.737960,0.607919,29.457834,0,True,True,40.556473,-105.156913,6.642862,52.709857,2,FOILING,Pack 4 thermal anomaly
1.0.0,148900,2026-08-14-001,FOIL_002,48.653972,16.834666,21.043332,0.816928,44204.300493,25.999689,23.466033,22.371600,22.461613,22.486202,25.889314,22.485898,22.635877,22.248551,3839.055175,False,-0.050748,-0.031565,0.949281,8.890079,2.182786,-6.859054,0.608387,29.480586,0,True,True,40.556477,-105.156907,6.431361,52.706058,2,FOILING,Pack 4 thermal anomaly
1.0.0,149000,2026-08-14-001,FOIL_002,48.764909,14.609733,18.262167,0.767211,42195.227815,25.893851,23.466345,22.468724,22.364322,22.471607,25.968022,22.374387,22.535198,22.248718,3867.241732,False,0.101774,0.022813,0.941835,0.786631,3.148730,-0.889819,0.608792,29.500377,0,True,True,40.556480,-105.156902,6.164044,52.702234,2,FOILING,Pack 4 thermal anomaly
1.0.0,149100,2026-08-14-001,FOIL_002,48.678120,16.337153,20.421442,0.712485,39540.745870,25.977555,23.466695,22.393019,22.466125,22.343051,25.702309,22.483989,22.446200,22.248904,3830.525979,False,0.034093,0.057649,1.078685,1.921154,8.583236,5.422454,0.609246,29.522467,0,True,True,40.556483,-105.156896,5.715414,52.698386,2,FOILING,Pack 4 thermal anomaly
1.0.0,149200,2026-08-14-001,FOIL_002,48.851758,12.867088,16.083860,0.810238,45334.303948,25.811572,23.466971,22.412994,22.411291,22.439857,25.672010,22.600398,22.499587,22.249051,3841.667666,False,0.009225,0.112556,1.048045,-18.615273,21.597511,-4.796779,0.609604,29.539928,0,True,True,40.556487,-105.156890,6.563586,52.694513,2,FOILING,Pack 4 thermal anomaly
1.0.0,149300,2026-08-14-001,FOIL_002,48.742651,15.034382,18.792977,0.735948,41801.556088,25.916623,23.467292,22.373111,22.471188,22.463502,25.928733,22.439555,22.629973,22.249223,3880.474863,False,-0.078874,0.048728,0.902046,-8.519798,-8.560600,-4.226034,0.610021,29.560284,0,True,True,40.556490,-105.156884,6.037012,52.690616,2,FOILING,Pack 4 thermal anomaly
1.0.0,149400,2026-08-14-001,FOIL_002,48.759408,14.693351,18.366688,0.774914,43031.596276,25.901043,23.467607,22.342257,22.332042,22.577766,25.765260,22.458375,22.509055,22.249390,3892.288119,False,0.011799,-0.036187,0.986737,-8.130796,1.596243,-5.380239,0.610429,29.580185,0,True,True,40.556493,-105.156879,6.225211,52.686694,2,FOILING,Pack 4 thermal anomaly
1.0.0,149500,2026-08-14-001,FOIL_002,48.758752,14.699925,18.374906,0.780487,42082.317601,25.902152,23.467922,22.355028,22.446888,22.319685,25.839003,22.471138,22.455703,22.249558,3808.326232,False,0.054401,-0.101181,0.991460,5.698957,4.485255,1.501350,0.610838,29.600094,0,True,True,40.556497,-105.156873,6.132379,52.682748,2,FOILING,Pack 4 thermal anomaly
1.0.0,149600,2026-08-14-001,FOIL_002,48.726225,15.342672,19.178340,0.826283,44812.734153,25.933824,23.468250,22.407874,22.335251,22.361694,25.862155,22.450934,22.485523,22.249733,3852.049574,False,0.022537,0.108909,1.028293,9.992449,12.158775,-3.034699,0.611264,29.620861,0,True,True,40.556500,-105.156867,6.511704,52.678778,2,FOILING,Pack 4 thermal anomaly
1.0.0,149700,2026-08-14-001,FOIL_002,48.752371,14.813903,18.517379,0.833808,44915.748176,25.909250,23.468567,22.396750,22.436551,22.491830,25.751616,22.445339,22.487219,22.249902,3836.969421,False,0.037756,-0.127776,0.948802,6.587155,2.844718,-0.066641,0.611675,29.640922,0,True,True,40.556504,-105.156860,6.539521,52.674783,2,FOILING,Pack 4 thermal anomaly
1.0.0,149800,2026-08-14-001,FOIL_002,48.776899,14.318204,17.897754,0.826457,45013.607775,25.886211,23.468874,22.343127,22.215963,22.627577,25.863077,22.346200,22.336233,22.250066,3870.604062,False,0.011713,-0.013346,1.067435,-1.440420,7.272095,-4.888230,0.612073,29.660322,0,True,True,40.556507,-105.156854,6.512185,52.670763,2,FOILING,Pack 4 thermal anomaly
1.0.0,149900,2026-08-14-001,FOIL_002,48.748811,14.872009,18.590012,0.784686,42596.781658,25.913613,23.469192,22.363499,22.549865,22.408082,25.700864,22.507358,22.477476,22.250236,3859.512820,False,-0.011907,0.027455,1.014869,-8.012492,12.375280,8.543671,0.612486,29.680461,0,True,True,40.556511,-105.156848,6.176808,52.666719,2,FOILING,Pack 4 thermal anomaly
1.0.0,150000,2026-08-14-001,FOIL_002,48.758318,14.675753,18.344692,0.834767,44813.844003,25.904981,23.469506,22.270754,22.420794,22.320631,25.945500,22.246204,22.554717,22.250403,3861.515229,False,0.083126,0.027773,0.923176,-8.815013,4.228259,-10.912268,0.612894,29.700338,0,True,True,40.556514,-105.156842,6.509238,52.662651,2,FOILING,Pack 4 thermal anomaly
1.0.0,150100,2026-08-14-001,FOIL_002,48.611300,17.610665,22.013331,0.791140,44735.420810,26.046446,23.469882,22.496592,22.452579,22.195635,25.803645,22.485693,22.624658,22.250604,3857.235269,False,-0.022491,0.035966,0.980014,-2.407194,11.203011,24.959776,0.613383,29.724118,0,True,True,40.556518,-105.156836,6.468677,52.658558,2,FOILING,Pack 4 thermal anomaly
1.0.0,150200,2026-08-14-001,FOIL_002,48.691635,15.993389,19.991736,0.773043,43505.870287,25.969979,23.470224,22.276995,22.496149,22.383284,25.675034,22.484215,22.488830,22.250786,3872.813285,False,-0.061127,-0.016195,0.940906,4.809211,-8.180241,-4.965574,0.613827,29.745749,0,True,True,40.556521,-105.156830,6.347488,52.654441,2,FOILING,Pack 4 thermal anomaly
1.0.0,150300,2026-08-14-001,FOIL_002,48.725989,15.299652,19.124566,0.777206,43130.943055,25.937555,23.470552,22.431408,22.443452,22.357023,25.885355,22.533141,22.537753,22.250961,3856.142486,False,-0.006620,-0.005011,1.045920,-7.251220,-5.783403,-16.884428,0.614252,29.766458,0,True,True,40.556525,-105.156824,6.253098,52.650299,2,FOILING,Pack 4 thermal anomaly
1.0.0,150400,2026-08-14-001,FOIL_002,48.826116,13.297136,16.621421,0.838312,44915.037922,25.842034,23.470837,22.399301,22.343459,22.296909,25.868454,22.450833,22.573110,22.251113,3861.733985,False,0.057853,0.020287,0.976629,4.113262,8.826231,-10.205502,0.614622,29.784492,0,True,True,40.556528,-105.156818,6.532689,52.646133,2,FOILING,Pack 4 thermal anomaly
1.0.0,150500,2026-08-14-001,FOIL_002,48.737676,15.053591,18.816989,0.815536,44817.966331,25.927280,23.471159,22.448821,22.532839,22.422434,25.880451,22.503008,22.433658,22.251285,3877.227043,False,-0.011751,-0.023038,0.983941,-15.795157,-2.687730,10.767343,0.615040,29.804872,0,True,True,40.556532,-105.156812,6.519089,52.641942,2,FOILING,Pack 4 thermal anomaly
1.0.0,150600,2026-08-14-001,FOIL_002,48.656549,16.669166,20.836458,0.803976,43909.235714,26.005569,23.471515,22.409020,22.513580,22.384353,25.852077,22.448340,22.415095,22.251475,3893.726375,False,-0.082334,-0.002624,1.034714,9.370676,9.116734,-2.869369,0.615503,29.827402,0,True,True,40.556535,-105.156806,6.361851,52.637727,2,FOILING,Pack 4 thermal anomaly
1.0.0,150700,2026-08-14-001,FOIL_002,48.791670,13.962851,17.453563,0.829299,44166.192783,25.876533,23.471814,22.372015,22.349511,22.433209,25.926908,22.431158,22.485493,22.251634,3824.869077,False,-0.076407,-0.000295,0.953836,1.408598,-11.262561,0.447721,0.615891,29.846326,0,True,True,40.556539,-105.156800,6.382315,52.633488,2,FOILING,Pack 4 thermal anomaly
1.0.0,150800,2026-08-14-001,FOIL_002,48.808552,13.620505,17.025631,0.794299,45212.078995,25.860799,23.472106,22.292319,22.475125,22.353683,25.813845,22.534796,22.555106,22.251790,3860.329208,False,-0.047160,-0.039888,1.001262,-6.444745,-10.659491,-8.092285,0.616269,29.864792,0,True,True,40.556542,-105.156794,6.572790,52.629224,2,FOILING,Pack 4 thermal anomaly
1.0.0,150900,2026-08-14-001,FOIL_002,48.747205,14.837103,18.546379,0.798397,45240.540930,25.920074,23.472424,22.309977,22.382666,22.506196,25.826389,22.394473,22.510228,22.251959,3856.729486,False,0.002158,-0.094271,1.038733,0.972899,-1.373916,-12.116729,0.616681,29.884883,0,True,True,40.556546,-105.156788,6.527698,52.624936,2,FOILING,Pack 4 thermal anomaly
1.0.0,151000,2026-08-14-001,FOIL_002,48.719506,15.383564,19.229455,0.751423,41833.738213,25.947120,23.472753,22.466506,22.502794,22.348422,25.772626,22.468273,22.324340,22.252135,3896.765098,False,0.073011,-0.006629,1.050829,2.392361,-4.960659,-3.767173,0.617109,29.905702,0,True,True,40.556549,-105.156782,6.016860,52.620623,2,FOILING,Pack 4 thermal anomaly
